嗚呼,ああ,"Ah!;Oh!;Alas!",
床屋,とこや,"barber",
所,ところ,"place",
所が,ところが,"however;while;even if",
所で,ところで,"by the way;even if;no matter what",
登山,とざん,"mountain-climbing",
年,とし,"year;age",
都市,とし,"town;city;municipal;urban",
年,とし,"year;age",
年月,としつき,"months and years",
図書,としょ,"books",
年寄り,としより,"old people;the aged",
都心,としん,"heart (of city)",
途上,とじょう,"en route;half way",
閉じる,とじる,"to close (a book)",
途端,とたん,"just (now  at the moment  etc.)",
戸棚,とだな,"cupboard;locker",
土地,とち,"plot of land;lot;soil",
特急,とっきゅう,"limited express (train  faster than an express)",
疾っくに,とっくに,"long ago;already;a long time ago",
突然,とつぜん,"abruptly;suddenly;all at once",
迚も,とても,"very;awfully;exceedingly",
整う,ととのう,"to be prepared;to be in order;to be put in order;to be arranged",
届く,とどく,"to reach",
届ける,とどける,"to deliver;to forward;to send;to report;to file notice (to the authorities)",
留まる,とどまる,"1.  to be fixed; 2.  to abide;to stay (in the one place)",
止まる,とどまる,"to be limited to",
留まる,とどまる,"1.  to be fixed; 2.  to abide;to stay (in the one place)",
止める,とどめる,"to stop;to cease;to put an end to",
留める,とどめる,"to stop;to cease;to put an end to",
止める,とどめる,"to stop;to cease;to put an end to",
隣,となり,"next to;next door to",
兎に角,とにかく,"anyhow;at any rate;anyway;somehow or other;generally speaking;in any case",
飛ばす,とばす,"to skip over;to omit",
幕,とばり,"curtain;bunting;act (in play)",
帳,とばり,"curtain",
飛び込む,とびこむ,"to jump in;to leap in;to plunge into;to dive",
飛び出す,とびだす,"to jump out;to rush out;to fly out;to appear suddenly;to protrude;to project",
飛ぶ,とぶ,"to fly;to jump",
跳ぶ,とぶ,"to jump;to leap;to spring;to bound;to hop",
止まる,とまる,"to come to a halt",
泊める,とめる,"to give shelter to;to lodge",
友,とも,"friend;companion;pal",
兎も角,ともかく,"anyhow;anyway;somehow or other;generally speaking;in any case",
灯,ともしび,"light",
友達,ともだち,"friend",
共に,ともに,"sharing with;participate in;both;alike;together;along with;with;including",
虎,とら,"tiger",
捕らえる,とらえる,"to seize;to grasp;to capture;to arrest",
鳥,とり,"bird;fowl;poultry",
取り上げる,とりあげる,"to take up;to pick up;to disqualify;to confiscate;to deprive",
取り入れる,とりいれる,"to harvest;to take in;to adopt",
取り替える,とりかえる,"to exchange;to replace",
取り消す,とりけす,"to cancel",
取り出す,とりだす,"to take out;to produce;to pick out",
副,とりわけ,"especially;above all",
取る,とる,"to take;to pick up;to harvest;to earn;to choose",
採る,とる,"1.  to adopt (measure  proposal); 2.  to pick (fruit); 3.  to assume (attitude)",
捕る,とる,"to take;to catch (fish);to capture",
撮る,とる,"to take (a photo);to make (a film)",
取れる,とれる,"to come off;to be taken off;to be removed;to be obtained;to leave;to come out (e.g. photo);to be interpreted",
,とんでもない,"unexpected;offensive;outrageous;What a thing to say!;No way!",
働,どう,"work;labor",
同,どう,"the same;the said;ibid.",
どう致しまして,どういたしまして,"you are welcome;don't mention it",
同一,どういつ,"identity;sameness;similarity;equality;fairness",
,どうか,"please;somehow or other",
同格,どうかく,"the same rank;equality;apposition",
道具,どうぐ,"implement;tool;means",
動作,どうさ,"action;movements;motions;bearing;behaviour;manners",
動詞,どうし,"verb",
如何して,どうして,"why?;for what reason;how;in what way;for what purpose;what for",
如何しても,どうしても,"by all means;at any cost;no matter what;after all;in the long run;cravingly;at any rate;surely",
同時,どうじ,"simultaneous(ly);concurrent;same time;synchronous",
,どうせ,"anyhow;in any case;at any rate;after all;at best;at most;at all",
何卒,どうぞ,"please;kindly;by all means",
どうぞ宜しく,どうぞよろしく,"pleased to meet you",
道徳,どうとく,"morals",
動物,どうぶつ,"animal",
,どうも,"thanks;how;(very) much;very;quite;really;somehow;no matter how hard one may try",
同様,どうよう,"identical;equal to;same (kind);like",
童謡,どうよう,"children's song;nursery rhyme",
同僚,どうりょう,"coworker;colleague;associate",
道路,どうろ,"road;highway",
童話,どうわ,"fairy tale",
,どきどき,"throb;beat (fast)",
毒,どく,"poison;toxicant",
読書,どくしょ,"reading",
独身,どくしん,"bachelorhood;single;unmarried;celibate",
独特,どくとく,"peculiarity;uniqueness;characteristic",
独立,どくりつ,"independence (e.g. Ind. Day);self-support",
何処,どこ,"where;what place",
何処か,どこか,"somewhere;anywhere;in some respects",
土産,どさん,"product of the land",
何方,どちら,"which;who",
,どっと,"suddenly",
何方,どなた,"who?",
怒鳴る,どなる,"to shout;to yell",
何の,どの,"which;what",
土曜,どよう,"Saturday",
努力,どりょく,"great effort;exertion;endeavour;effort",
何れ,どれ,"well;now;let me see;which (of three or more)",
何々,どれどれ,"which (emphatic)",
泥,どろ,"mud",
泥棒,どろぼう,"thief;burglar;robber;theft",
,どんどん,"rapidly;steadily",
,どんな,"what;what kind of",
,どんなに,"how;how much",
丼,どんぶり,"porcelain bowl;bowl of rice with food on top",
名,な,"name;reputation",
無い,ない,"there isn't;doesn't have",
内科,ないか,"internist clinic;internal medicine",
内線,ないせん,"phone extension;indoor wiring;inner line",
内容,ないよう,"subject;contents;matter;substance;detail;import",
尚,なお,"furthermore;still;yet;more;still more;greater;further;less",
直す,なおす,"to cure;to heal;to fix;to correct;to repair",
治す,なおす,"to cure;to heal;to fix;to correct;to repair",
直す,なおす,"to cure;to heal;to fix;to correct;to repair",
直る,なおる,"to be cured;to heal;to get mended;to get well;to be repaired;to be fixed",
治る,なおる,"to be cured;to heal;to get mended;to get well;to be repaired;to be fixed",
仲,なか,"relation;relationship",
仲直り,なかなおり,"reconciliation;make peace with",
中々,なかなか,"very;considerably;easily;readily;by no means (neg);fairly;quite;highly;rather",
半ば,なかば,"middle;half;semi;halfway;partly",
中身,なかみ,"contents;interior;substance;filling;(sword) blade",
中味,なかみ,"contents;interior;substance;filling;(sword) blade",
仲良し,なかよし,"intimate friend;bosom buddy;chum",
長い,ながい,"long",
永い,ながい,"long;lengthy",
流す,ながす,"to drain;to float;to shed (blood  tears);to cruise (e.g. taxi)",
長引く,ながびく,"to be prolonged;to drag on",
眺め,ながめ,"scene;view;prospect;outlook",
眺める,ながめる,"to view;to gaze at",
流れ,ながれ,"stream;current",
流れる,ながれる,"to stream;to flow;to run (ink);to be washed away",
泣く,なく,"to cry;to sing (bird)",
鳴く,なく,"to bark;to purr;to make sound (animal)",
無くす,なくす,"to lose something;to get rid of",
亡くす,なくす,"to lose someone  wife  child  etc",
無くなる,なくなる,"to disappear;to get lost",
慰める,なぐさめる,"to comfort;to console",
殴る,なぐる,"to strike;to hit",
投げる,なげる,"to throw;to cast away",
為さる,なさる,"to do",
無し,なし,"without",
為す,なす,"to accomplish;to do",
何故,なぜ,"why;how",
何故なら,なぜなら,"because",
謎,なぞ,"riddle;puzzle;enigma",
謎謎,なぞなぞ,"riddle;puzzle;enigma",
納得,なっとく,"consent;assent;understanding;agreement;comprehension;grasp",
夏,なつ,"summer",
懐かしい,なつかしい,"dear;desired;missed",
撫でる,なでる,"to brush gently;to stroke",
七つ,ななつ,"seven",
斜め,ななめ,"obliqueness",
何,なに,"what",
何しろ,なにしろ,"at any rate;anyhow;anyway;in any case",
何分,なにぶん,"anyway;please",
何も,なにも,"nothing",
七日,なぬか,"seven days;the seventh day (of the month)",
鍋,なべ,"saucepan;pot",
生意気,なまいき,"impertinent;saucy;cheeky;conceit;audacious;brazen",
名前,なまえ,"name",
怠ける,なまける,"to be idle;to neglect",
波,なみ,"wave",
並木,なみき,"roadside tree;row of trees",
涙,なみだ,"tear",
悩む,なやむ,"to be worried;to be troubled",
習う,ならう,"to learn",
倣う,ならう,"to imitate;to follow;to emulate",
平均,ならし,"equilibrium;balance;average;mean",
鳴らす,ならす,"to ring;to sound;to chime;to beat;to snort (nose)",
並ぶ,ならぶ,"to line up;to stand in a line",
並べる,ならべる,"to line up;to set up",
生る,なる,"to bear fruit",
鳴る,なる,"to sound;to ring;to resound;to echo;to roar;to rumble",
成る,なる,"to become",
成るべく,なるべく,"as much as possible",
成程,なるほど,"I see;indeed",
慣れる,なれる,"to grow accustomed to",
馴れる,なれる,"to become domesticated;to become tame;to get too familiar with",
縄,なわ,"rope;hemp",
南,なん,"south",
南極,なんきょく,"south pole;Antarctic",
何て,なんて,"how...!;what...!",
何で,なんで,"Why?;What for?",
何でも,なんでも,"by all means;everything",
何とか,なんとか,"somehow;anyhow;one way or another",
何となく,なんとなく,"somehow or other;for some reason or another",
何とも,なんとも,"nothing (with neg. verb);quite;not a bit",
南米,なんべい,"South America",
南北,なんぼく,"south and north",
二,に,"(num) two",
荷,に,"load;baggage;cargo",
似合う,にあう,"to suit;to match;to become;to be like",
匂い,におい,"odour;scent;smell;stench;fragrance;aroma;perfume",
匂う,におう,"to be fragrant;to smell;to stink;to glow;to be bright",
苦い,にがい,"bitter",
逃がす,にがす,"to let loose;to set free;to let escape",
苦手,にがて,"poor (at);weak (in);dislike (of)",
賑やか,にぎやか,"bustling;busy",
握る,にぎる,"to grasp;to seize;to mould sushi",
肉,にく,"meat",
憎い,にくい,"hateful;detestable",
悪い,にくい,"hateful;abominable;poor-looking",
憎む,にくむ,"to hate;to detest",
憎らしい,にくらしい,"odious;hateful",
逃げる,にげる,"to escape;to run away",
濁る,にごる,"to become muddy;to get impure",
西,にし,"west",
虹,にじ,"rainbow",
日時,にちじ,"date and time",
日常,にちじょう,"ordinary;regular;everyday;usual",
日夜,にちや,"day and night;always",
日用品,にちようひん,"daily necessities",
日課,にっか,"daily lesson;daily work;daily routine",
日記,にっき,"diary;journal",
日光,にっこう,"sunlight",
,にっこり,"smile sweetly;smile;grin",
日中,にっちゅう,"daytime;Sino-Japanese",
日程,にってい,"agenda",
日当,にっとう,"daily allowance",
日本,にっぽん,"Japan",
二人,ににん,"two persons;two people;pair;couple",
鈍い,にぶい,"dull (e.g. a knife);thickheaded;slow (opposite of fast);stupid",
荷物,にもつ,"luggage",
入院,にゅういん,"hospitalization",
入学,にゅうがく,"entry to school or university;matriculation",
入社,にゅうしゃ,"entry to a company",
入場,にゅうじょう,"entrance;admission;entering",
女房,にょうぼう,"wife",
睨む,にらむ,"to glare at;to scowl at;to keep an eye on",
似る,にる,"to resemble;to be similar",
煮る,にる,"to boil;to cook",
庭,にわ,"garden",
俄か,にわか,"sudden;abrupt;unexpected;improvised;offhand",
人気,にんき,"popular;business conditions;popular feeling",
人形,にんぎょう,"doll;puppet;figure",
人間,にんげん,"human being;man;person",
縫う,ぬう,"to sew",
抜く,ぬく,"to extract;to omit;to surpass;to draw out;to unplug",
脱ぐ,ぬぐ,"to take off clothes",
抜ける,ぬける,"to come out;to fall out;to be omitted;to be missing;to escape",
盗む,ぬすむ,"to steal",
布,ぬの,"cloth",
布,ぬの,"cloth",
濡らす,ぬらす,"to wet;to soak;to dip",
塗る,ぬる,"to paint;to plaster;to lacquer;to varnish",
温い,ぬるい,"lukewarm;tepid",
濡れる,ぬれる,"to get wet",
根,ね,"root",
音,ね,"sound;note",
願い,ねがい,"desire;wish;request;prayer;petition;application",
願う,ねがう,"to desire;to wish;to request;to beg;to hope;to implore",
猫,ねこ,"cat",
捻子,ねじ,"screw;helix;spiral",
捩る,ねじる,"to torture;to wrest",
鼠,ねず,"1.  mouse;rat; 2.  dark gray;slate color",
